lang,story name,story path,lines number,chunks number
ספרדית,המדד לאהבה שלי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\המדד לאהבה שלי.txt,583,4
ספרדית,גידול סיאמי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\גידול סיאמי.txt,203,2
ספרדית,הזקיף,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הזקיף.txt,299,2
ספרדית,בַּטְרָכוֹפִילִים וּבַּטְרָכוֹפוֹבִּים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\בַּטְרָכוֹפִילִים וּבַּטְרָכוֹפוֹבִּים.txt,233,2
ספרדית,אתה רק מדמם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אתה רק מדמם.txt,495,4
ספרדית,אשתו של מנהל העבודה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אשתו של מנהל העבודה.txt,495,3
ספרדית,אריות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אריות.txt,191,2
ספרדית,אסיר השמים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אסיר השמים.txt,299,3
ספרדית,אני מתפלל בשבילך,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אני מתפלל בשבילך.txt,211,1
ספרדית,אמא נגד האדמה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אמא נגד האדמה.txt,337,3
ספרדית,איש הטבק,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\איש הטבק.txt,313,3
ספרדית,בַּטְרָכוֹפִילִים וּבַּטְרָכוֹפוֹבִּים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\בַּטְרָכוֹפִילִים וּבַּטְרָכוֹפוֹבִּים.txt,233,2
ספרדית,איש אמונה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\איש אמונה.txt,143,1
ספרדית,אחד שסתם היה שם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אחד שסתם היה שם.txt,411,3
ספרדית,אזעקת שווא,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אזעקת שווא.txt,319,2
ספרדית,אוקסיטוצין,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אוקסיטוצין.txt,349,3
ספרדית,אוזניים של דב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אוזניים של דב.txt,371,2
ספרדית,אהבה בימי כולרה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אהבה בימי כולרה.txt,543,7
ספרדית,"אדיוס, המינגווי","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אדיוס, המינגווי.txt",297,4
ספרדית,Famous Blue Raincoat,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\Famous Blue Raincoat.txt,309,2
ספרדית,הכלב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הכלב.txt,435,3
ספרדית,איזון מופלא,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\איזון מופלא.txt,485,6
ספרדית,בגיל ההוא הייתי רק ילד,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\בגיל ההוא הייתי רק ילד.txt,79,1
ספרדית,"אהבה, פרוזאק, סקרנות וספקות","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\אהבה, פרוזאק, סקרנות וספקות.txt",655,7
ספרדית,בית נופש,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\בית נופש.txt,377,3
ספרדית,הזמנה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הזמנה.txt,133,1
ספרדית,בית מחוץ לעיר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\בית מחוץ לעיר.txt,701,4
ספרדית,ההורים שלי והילדים שלי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\ההורים שלי והילדים שלי.txt,429,3
ספרדית,הגן היפני,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הגן היפני.txt,217,2
ספרדית,הבן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הבן.txt,199,2
ספרדית,הבור,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הבור.txt,217,1
ספרדית,הבוקר מוקדם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הבוקר מוקדם.txt,207,2
ספרדית,האספנית,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\האספנית.txt,201,2
ספרדית,האישה שלא,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\האישה שלא.txt,275,2
ספרדית,הגן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הגן.txt,465,3
ספרדית,דעיכה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\דעיכה.txt,183,2
ספרדית,האיים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\האיים.txt,265,2
ספרדית,גבריות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\גבריות.txt,183,1
ספרדית,גורילות בקונגו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\גורילות בקונגו.txt,181,1
ספרדית,"ברוך הבא, בוב","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\ברוך הבא, בוב.txt",245,3
ספרדית,דבש בר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\דבש בר.txt,229,2
ספרדית,דלתות אסורות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\דלתות אסורות.txt,391,3
ספרדית,בית תפוס,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\בית תפוס.txt,235,2
ספרדית,בעניין החתונה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\בעניין החתונה.txt,225,4
סרבו-קרואטית,דרישת שלום מדלמטיה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\סרבו-קרואטית\דרישת שלום מדלמטיה.txt,130,2
סרבו-קרואטית,כבוד אחרון,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\סרבו-קרואטית\כבוד אחרון.txt,175,3
סרבית,הפיג’מה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\סרבית\הפיג’מה.txt,237,2
עברית,מה שנשאר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מה שנשאר.txt,659,5
עברית,מה שמשתקף באגם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מה שמשתקף באגם.txt,835,6
עברית,מדריך רפרם לכלא הלובי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מדריך רפרם לכלא הלובי.txt,1029,7
עברית,מה שהסתרתי בבטן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מה שהסתרתי בבטן.txt,89,1
עברית,מה אתה מסתכל על,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מה אתה מסתכל על.txt,147,2
עברית,לפני המקום,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לפני המקום.txt,117,2
עברית,מבעד לכוונות הטובות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מבעד לכוונות הטובות.txt,167,2
עברית,מאושרי והלאה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מאושרי והלאה.txt,149,3
עברית,מְקִימִי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מְקִימִי.txt,257,2
עברית,מוסר ועסקים- הילכו שניהם יחדיו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מוסר ועסקים- הילכו שניהם יחדיו.txt,563,7
עברית,לפחד יש ריח,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לפחד יש ריח.txt,831,6
עברית,ללא איפור,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\ללא איפור.txt,283,2
עברית,מבעד לכסות העור,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מבעד לכסות העור.txt,215,3
עברית,מופע הזיקוקין של היקום,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מופע הזיקוקין של היקום.txt,167,3
עברית,מכות עכשיו – כינים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכות עכשיו – כינים.txt,101,1
עברית,מי בכלל דיבר על אהבה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מי בכלל דיבר על אהבה.txt,801,6
עברית,מכתוב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכתוב.txt,261,2
עברית,לימסול,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לימסול.txt,647,4
עברית,מכות עכשיו – שחין,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכות עכשיו – שחין.txt,209,2
עברית,מכות עכשיו – צפרדע,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכות עכשיו – צפרדע.txt,121,1
עברית,מכות עכשיו – ערוב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכות עכשיו – ערוב.txt,103,1
עברית,מכות עכשיו – מכת בכורות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכות עכשיו – מכת בכורות.txt,67,1
עברית,מחזיר אהבות קודמות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מחזיר אהבות קודמות.txt,875,7
עברית,מכות עכשיו – חושך,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכות עכשיו – חושך.txt,105,1
עברית,מכות עכשיו – דבר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכות עכשיו – דבר.txt,97,1
עברית,מכות עכשיו – ברד,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכות עכשיו – ברד.txt,177,1
עברית,מכות עכשיו – ארבה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכות עכשיו – ארבה.txt,143,1
עברית,מכונת השקר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכונת השקר.txt,185,3
עברית,מיסטר סקווישי 2,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מיסטר סקווישי 2.txt,85,2
עברית,מים נושקים למים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מים נושקים למים.txt,1473,9
עברית,מכות עכשיו – דם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מכות עכשיו – דם.txt,117,1
עברית,לחצות את קלנדיה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לחצות את קלנדיה.txt,125,1
עברית,"יעקב ולנשטיין, הערות לביוגרפיה עתידית","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\יעקב ולנשטיין, הערות לביוגרפיה עתידית.txt",207,3
עברית,לבחור באושר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לבחור באושר.txt,281,3
עברית,"חצי חלון, חצי מראה","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\חצי חלון, חצי מראה.txt",645,4
עברית,חרדה היא הזדמנות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\חרדה היא הזדמנות.txt,195,2
עברית,חרלמוב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\חרלמוב.txt,61,3
עברית,טיטניום,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\טיטניום.txt,221,2
עברית,טליתא קומי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\טליתא קומי.txt,749,5
עברית,טרמינל,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\טרמינל.txt,95,1
עברית,יונה ונער,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\יונה ונער.txt,887,5
עברית,ייעודו של דן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\ייעודו של דן.txt,853,5
עברית,ילדה בקפה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\ילדה בקפה.txt,1051,7
עברית,ים בחלון,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\ים בחלון.txt,187,1
עברית,יסמין,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\יסמין.txt,873,6
עברית,מלאכים באופק,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מלאכים באופק.txt,95,1
עברית,יצחק רצח רבין הסיפור שלא סופר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\יצחק רצח רבין הסיפור שלא סופר.txt,840,9
עברית,ירידת מים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\ירידת מים.txt,539,4
עברית,יש לך בשביל מה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\יש לך בשביל מה.txt,355,3
עברית,ישמעאל,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\ישמעאל.txt,331,2
עברית,כדור כחול,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\כדור כחול.txt,73,1
עברית,לב של אבן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לב של אבן.txt,309,2
עברית,לאה גולדברג - ספר סרט מבחר שירים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לאה גולדברג - ספר סרט מבחר שירים.txt,273,2
עברית,לא זמן טוב לאהבה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לא זמן טוב לאהבה.txt,201,2
עברית,לא היה ולא נברא,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לא היה ולא נברא.txt,247,3
עברית,לא ביום ולא בלילה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לא ביום ולא בלילה.txt,773,7
עברית,כתם של עננה קלה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\כתם של עננה קלה.txt,159,2
עברית,לגמרי במקרה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\לגמרי במקרה.txt,351,3
עברית,כתבים יהודיים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\כתבים יהודיים.txt,338,8
עברית,כשמכוניות נפלו מהשמים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\כשמכוניות נפלו מהשמים.txt,205,3
עברית,כשדויד גרוסמן פגש את ויטו אקונצ`י,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\כשדויד גרוסמן פגש את ויטו אקונצ`י.txt,285,3
עברית,כמעט מפורסמת 2- הכול יכול לקרות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\כמעט מפורסמת 2- הכול יכול לקרות.txt,269,2
עברית,כלה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\כלה.txt,249,2
עברית,כל השירים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\כל השירים.txt,225,2
עברית,כימים אחדים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\כימים אחדים.txt,773,6
עברית,כתב סתרים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\כתב סתרים.txt,267,3
עברית,מלידה עד גיל שנה המדריך הישראלי לטיפול בתינוק,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מלידה עד גיל שנה המדריך הישראלי לטיפול בתינוק.txt,89,1
עברית,על דעת עצמו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\על דעת עצמו.txt,1833,11
עברית,מנחם בשבת תרבות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\מנחם בשבת תרבות.txt,287,3
עברית,קוֹפִּי ופֵּייסְט,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\קוֹפִּי ופֵּייסְט.txt,631,3
עברית,קול צעדינו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\קול צעדינו.txt,445,3
עברית,קוצים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\קוצים.txt,419,3
עברית,קטטה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\קטטה.txt,641,5
עברית,קיץ,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\קיץ.txt,387,3
עברית,קפה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\קפה.txt,357,2
עברית,רוחות מלחמה גרעינית,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\רוחות מלחמה גרעינית.txt,307,2
עברית,רוטשילד - כרוניקה של מחאה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\רוטשילד - כרוניקה של מחאה.txt,807,7
עברית,רומן וינאי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\רומן וינאי.txt,579,4
עברית,רומן רוסי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\רומן רוסי.txt,1915,14
עברית,"ריצ’רד ניקסון, אמא שלי","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\ריצ’רד ניקסון, אמא שלי.txt",137,2
עברית,רצפת חול,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\רצפת חול.txt,229,2
עברית,רק שלא יגיד את המילה הזאת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\רק שלא יגיד את המילה הזאת.txt,313,2
עברית,רשימות מן הגנזך העירוני,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\רשימות מן הגנזך העירוני.txt,347,4
עברית,שדיים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\שדיים.txt,639,6
עברית,שום גמדים לא יבואו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\שום גמדים לא יבואו.txt,1251,7
עברית,שלושה גברים באמריקה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\שלושה גברים באמריקה.txt,1015,7
עברית,תשרין,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\תשרין.txt,1055,7
עברית,תרנגול כפרות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\תרנגול כפרות.txt,1143,5
עברית,תפוחים בדבש,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\תפוחים בדבש.txt,405,4
עברית,תמרה הולכת על המים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\תמרה הולכת על המים.txt,561,7
עברית,תמונות חתונה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\תמונות חתונה.txt,233,2
עברית,תיקון אמנותי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\תיקון אמנותי.txt,733,5
עברית,קוֹפִּי ופֵּייסְט,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\קוֹפִּי ופֵּייסְט.txt,631,3
עברית,תיק קצב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\תיק קצב.txt,333,3
עברית,"שרון, חייו של מנהיג","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\שרון, חייו של מנהיג.txt",277,3
עברית,"שרה, שרה","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\שרה, שרה.txt",919,6
עברית,שפת תהום,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\שפת תהום.txt,1005,7
עברית,שמש חדשה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\שמש חדשה.txt,15,1
עברית,שמישהו יסגור את השער,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\שמישהו יסגור את השער.txt,147,3
עברית,שלושה סיפורי אהבה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\שלושה סיפורי אהבה.txt,1091,7
עברית,תהודות זהות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\תהודות זהות.txt,427,3
עברית,קו המלח,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\קו המלח.txt,373,4
עברית,קו המלח - שני כרכים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\עברית\קו המלח - שני כרכים.txt,391,4
